review_id,Username,Address,Rating,Language,ID_clause,Clause
14966,Виктория Вайс,Dragon Bridge,5,en,14966.b,"You need to choose a good one, as there are a huge number of people."
29950,Stefania Bertorelle,Ha Long Bay,4,it,29950.h,a light down jacket not to bother.
55676,何嘉仁,Temple Of Literature,1,en,55676.a,This is somewhat deceptive to foreign customers; please be careful if you're considering writing this.
11077,Angeles Echevarria,Cu Chi Tunnel,4,en,11077.b,There is no room for Europeans or Americans in the Vietnamese galleries due to size.They have a shooting range where machine guns can be heard throughout the forest and you can shoot different weapons from the time.You can watch an informative Vietcom propaganda video
46446,Ernst,Po Nagar Cham Towers,4,en,46446.b,"Inexpensive entrance fee: 30,000 VND (approx. €1)."
30653,freya-camilleUK,Ha Long Bay,2,en,30653.j,"If you've got the time and money, I recommend doing research and booking a 2 night three day tour of the bay where you can get picked up from Hanoi and they cook for you on boat and take you places."
66204,Manivong BussyMan,War Remnants Museum,3,en,66204.c,"We are shown, among other things, the chemicals and bombs, which weigh hundreds of thousands of tons."
7118,autunm0205,Cat Ba Island,5,en,7118.k,You might get ripped off at some grocery shop as we paid 10$ for some snacks which is same price with our hotel night.
5499,An_danh_203,Cai Rang Floating Market,5,en,5499.a,"It has been a very complete excursion, everything perfect and finally we have had a great storm! The guide Ele great, very friendly!"
21534,lily,Ho Chi Minh's Mausoleum,3,en,21534.a,"This mausoleum houses the remains of Ho Chi Minh, the Founding Father, who was given a permanent preservation measure."
24834,Rajiv Odhavji,Hoa Lo Prison,2,en,24834.b,but the propaganda is absolutely ridiculous.
63091,Yariv,VinWonders Nha Trang,1,en,63091.f,many areas already been in the dark and it wasn't hard to walk around. total disappointed. feels so cheated.
36582,H B,My Son,3,de,36582.c,But for Vietnam it is something very special.
60905,phương minh Minh,Tra Su Cajuput Forest,4,en,60905.b,"The tour guide, who also drove the boat, was always there to take pictures for me"
14213,Angelika L,Cat Cat Village,1,en,14213.i,I felt extremely uncomfortable walking through the village - no visit worth!
62344,Paul S,VinWonders Nha Trang,3,en,62344.f,The inflatable course was heaps of fun
52895,Julian Wirtler,Tam Coc-Bich Dong,2,en,52895.a,"Not recommended. Ugly town, boring restaurant selling all the same average stuff and the boats tour is also not very exciting at all."
60077,Guslamyan,The Marble Mountains,2,en,60077.c,"So when I went to Da Nang again in 2016_12, I did not go there again."
5588,An_danh_292,Cai Rang Floating Market,5,en,5588.c,This tour is recommended and the guide is in his element with heart and soul. Thank you!
55599,Nam Đinh Công,Temple Of Literature,1,en,55599.b,but no bus picked up.
28579,Manuela E,Hue Imperial City,4,en,28579.a,Lost in time... pleasantly The site is very well kept.
27834,dgtraveller,Hue Imperial City,5,en,27834.d,"Plenty to see, allow 4 hours for a good look round it all, best to arrive early if it's a hot day."
1165,Saule Mussakojayeva,An Bang Beach,3,ru,1165.d,"They don't have any arrangements, no obligations, they can't call a master and fix a trainer?"
3570,Hoàng Oanh,Ben Thanh Market,5,en,3570.c,It just you need to bargain with the seller abit.
51196,Daphne White,Saigon Central Post Office,1,en,51196.i,I believe in karma and robbing customers is one of the worst things you can do.
27472,Trần Thảo (Chilly),Hue Imperial City,5,vi,27472.a,"It's a beautiful city, everybody, but whoever wants to come in is 150K."
17930,Susannah P,Fairy Stream,3,en,17930.b,"Very pleasant, in spite of the appauling and very loud karaoke at several places beside the river!!"
8299,Raymondale,Crazy House Hang Nga Villa,5,en,8299.d,"but no time to visit.cuz busy to take many photos here like a crazy man.some rooms occupied,so be more polite,dont disturb the guest.you can see some photos and infos about the founder in certain room.besides,there are souvenir shops on site.but never bought anything,some are not related to this venue.you can take grab to here,i took grabbike both way,very smooth,and cheap."
53181,J.,Tam Coc-Bich Dong,1,de,53181.b,"The whole thing is only used to pull a further money out of your pocket, you should buy photos, sweets that are offered to you on boats and these boats don't just disappear!"
29898,Crosby ONG,Ha Long Bay,4,en,29898.c,Food on board is plenty and reasonably tasty.
45840,Dmitry O,Po Nagar Cham Towers,5,en,45840.a,"I was here with a tour guide, who told me many interesting things about the towers, such as the ""layers"" of their reconstruction."
17671,F.,Fairy Stream,4,de,17671.a,"We were on site at lunch time, which was a good time with little tourism."
59777,Soner Korkmaz,The Marble Mountains,2,de,59777.c,If you are old and frail you think twice.
67573,MattC1995,White Sand Dunes,4,en,67573.d,"ATV and Jeep hire is expensive and in my opinion not worth it, if you have the time."
31453,John B,Japanese Bridge,5,en,31453.b,The bridge has great historical and cultural significance.
24049,Pierre-François MOULIN,Hoa Lo Prison,3,en,24049.a,"Interesting from a historical perspective, but there isn't a huge amount to see."
41889,QuanQuan-Darunee,Notre Dame Cathedral of Saigon,3,en,41889.a,This is a popular spot for tourists to take photos; it's beautiful.
52643,Kday77,Tam Coc-Bich Dong,2,en,52643.h,"After we paid for parking, the lady insisted we pay for the boat ride with her."
60696,Nguyen Kim Chi Tran,Tra Su Cajuput Forest,4,en,60696.c,The outdoor sightseeing area has fresh air and …
43090,Toshiyuki Sakamoto,Notre Dame Cathedral of Saigon,1,en,43090.d,There's absolutely no consideration for visitors or tourists at this Roman Catholic church.
57839,Lotti364,The Independence Palace,2,en,57839.c,"Our guide was good and informative on all aspects, it's just not that interesting looking at old rooms with smelly old furniture."
19619,Food Date,Golden Bridge,4,en,19619.a,A beautiful mesmerising structure atop the hills.
41038,Luca Montano,Notre Dame Cathedral of Saigon,3,en,41038.b,In my personal opinion it's worth a look If you are exploring the area or you have a religious interest
7941,Jenny J,Cat Ba Island,3,en,7941.h,The bungalow was quite rustic which added to the flavor for me
30746,Iva1m2,Ha Long Bay,2,en,30746.n,The boat and rooms are nice but different than on the pictures.
32917,Kim28124,Japanese Bridge,2,en,32917.f,It only took us about 45 seconds to walk across it.
39892,Patti D,Notre Dame Cathedral of Saigon,5,en,39892.b,"The city is full of various architecture & influences from many other countries, so it's all very interesting to walk around & explore & see for yourself."
67777,traveljetter_11,White Sand Dunes,4,en,67777.c,Very nice are the sand dunes just about 30 km to the north.
9731,Bửu Phùng,Crazy House Hang Nga Villa,3,en,9731.d,"Right inside, you're immediately faced with a ""maze"" of stairs on the left, which is not recommended for those afraid of heights :(( I ended up finding my way back down in tears."
64223,Ngoc Le,VinWonders Phu Quoc,3,en,64223.b,I took an hour for lunch
50769,Bertus d,Saigon Central Post Office,2,en,50769.c,"Visitors are mainly confronted by a large number of vendors selling old maps, souvenirs, and vintage stamps, who cleverly took advantage of the crowds being drawn in."
7335,Chloe P,Cat Ba Island,5,en,7335.r,"We love it here, so glad we came, I highly recommend it."
63644,Bharti R,VinWonders Phu Quoc,4,en,63644.g,Had lunch in maharaja lounge
8363,Anna MAKEEVA,Crazy House Hang Nga Villa,5,en,8363.b,The fish balls in the frog were incredibly delicious!
9003,liên điên ở long xuyên,Crazy House Hang Nga Villa,4,en,9003.a,"It's strange, it's odd, but not very fun."
52618,Lucie1128,Tam Coc-Bich Dong,2,en,52618.a,Its not worth it. They asked for 150k for boat and 120k for entry fee and at the end the guy asked very rudly for 100k for tip. We gave him 50k.
33640,Chu Huy “phuthuyhy”,Lake of the Restored Sword,5,en,33640.a,Came to this lake for a morning walk.
65050,David S,VinWonders Phu Quoc,1,en,65050.b,1 hr here and we've done everything. Time to go.
66991,Kathryn S,War Remnants Museum,1,en,66991.b,We went hoping to learn a little bit about the war and appreciate the history of Vietnam a little bit more..this is not the place for that.
20225,Irina Avram,Golden Bridge,1,en,20225.e,Tickets are insanely expensive for what you actually get.
6477,Quang Nguyễn,Cai Rang Floating Market,3,vi,6477.b,while the customers have paid for the rent of 370/boats and the credits have paid.
62655,Lambert,VinWonders Nha Trang,2,en,62655.h,but the signage did not follow the map.Last
15732,many-travel,Dragon Bridge,3,en,15732.e,"As we were crossing the bridge, we saw the dragon in the distance spewing flames."
21064,Marcus Kordt,Ho Chi Minh's Mausoleum,4,en,21064.a,"The Ho Chi Minh Mausoleum stands firmly in the tradition of Lenin, Stalin, and Mao and is a monumental marble structure. …"
2776,Miss North,Ba Na Hills,4,en,2776.h,I saw a few rides for younger kids
21187,dianedinks,Ho Chi Minh's Mausoleum,4,en,21187.a,"First off, the tomb is within a large complex so there is more to see than just the body of Uncle Ho."
19412,Banksy594,Golden Bridge,5,en,19412.a,"We were taken here by our guide so knew nothing about this place a bit like the American soldiers didn’t know it was a hospital for the Vietcong soldiers in the Vietnam war…beautifully set out with inscriptions to Buddha and shrines etc…you can take some stunning photographs in here,it’s a bit up and down"
41830,vanesso88,Notre Dame Cathedral of Saigon,3,en,41830.d,This neighborhood is quiet; it's nice to get away from the noisy streets for a bit!
60842,DAT BUI TRONG,Tra Su Cajuput Forest,4,vi,60842.a,"The dry season is not very good, it's low, it's cool, it's nice, there's two roads in, and the motor drive is going to be out on the street, and it's going to be closer, and it's probably going to be on the road and ask for more sugar."
15100,wow,Dragon Bridge,4,en,15100.c,You have to stand on the east side of the Han River.
1729,Darren M,An Bang Beach,1,en,1729.c,washed away in a storm some time ago (years)
54748,JWONG_travel,Temple Of Literature,3,en,54748.b,"It's not very large, but it attracts many tour groups."
2747,709jj709,Ba Na Hills,4,en,2747.g,There were some castle-like buildings
1842,Nina F,An Bang Beach,1,en,1842.b,The beach was washed away in big storms and unfortunately there is very little actual beach left.
55067,rhoney g,Temple Of Literature,3,en,55067.a,I didn't appreciate this place due to many locals rather students taking a photos for their graduation they occupy almost the whole area.
10710,Karibu S,Cu Chi Tunnel,5,en,10710.b,Not cheap bcos 1bullet costs 60k.
57460,WanKen Pro,The Independence Palace,2,fr,57460.e,At least this place teaches what communism is capable of doing in terms of immondism in art
26702,Nickola B,Hoi An Ancient Town,4,en,26702.g,"Worth seeing, but manage your expectations!"
30573,Yaninabidinost,Ha Long Bay,2,it,30573.g,"The area, with the fact of tourism, is full of boats.It is worth going there, but go prepared."
27718,Mike C,Hue Imperial City,5,en,27718.b,but worth the time to peruse around and learn historical facts.
64761,Monika Aggarwal,VinWonders Phu Quoc,1,en,64761.q,for entry. ⸻ Overall Verdict VinWonders looks attractive in photos
24288,alexa19,Hoa Lo Prison,3,en,24288.a,We went here after going to the one in Cambodia- the Museum of Genocidal Crime (S21).
31348,Yvette,Japanese Bridge,5,en,31348.b,Inside it gives you the history of the bridge.
49070,Aditya Sadhu,Saigon Central Post Office,5,en,49070.b,"The building itself is stunning, with its grand French colonial architecture and vibrant yellow facade."
66437,Jans van den Eijnde,War Remnants Museum,2,nl,66437.b,The information is impressive and intense.
3583,Teckle Channel,Ben Thanh Market,5,en,3583.j,"It's narrow and mad, so be wary"
3901,OsmanSG,Ben Thanh Market,4,en,3901.b,"If you want a view of the general prices, then look around the fixed price stalls before going into the stalls where you need to haggle."
10988,Andy Shin,Cu Chi Tunnel,5,en,10988.b,"We joined a guided tour, and our guide was very well-educated, which helped us learn a lot."
38763,szkut,Nha Trang Beach,3,en,38763.a,Some days and parts of the day better and worse.
6555,Tri Nguyen,Cai Rang Floating Market,2,vi,6555.a,"It's a little strange, but it's kind of a big deal"
2001,PARAG WAJE,Ba Na Hills,5,en,2001.d,"Having coffee at Starbucks at such a height was also a unique experience, sitting there with clouds around you feels amazing."
31784,Stanley Aloysius,Japanese Bridge,4,en,31784.c,There are many cafes and restaurants in the vicinity of the bridge
39875,Phan M,Notre Dame Cathedral of Saigon,5,en,39875.a,This place is ideal for couples to take wedding photos.
67308,Zhi Xuan P,White Sand Dunes,5,en,67308.b,"Jeep driver dropped and told us to take the ATV up the dune, having been told by the dormitary mates that ATV is not a compulsory, with the nice morning cool air I saved 200k dong by walking my way slowly up."
9892,Yo Lap,Crazy House Hang Nga Villa,3,en,9892.a,We loved the place.
31923,Pie_boy68,Japanese Bridge,4,en,31923.a,Hard to not go here if you visit Hoi An.
15278,K.G,Dragon Bridge,4,en,15278.c,but still good to have a look if you are in the area.
61230,Xuan Phan,Tra Su Cajuput Forest,2,en,61230.d,I may go in wrong season
21052,Javier Campos,Ho Chi Minh's Mausoleum,4,en,21052.b,"You can see it being paraded in single file, silent and surrounded by soldiers and security cameras… In short, nothing interesting. The rest of the grounds …"
60349,SPMP,The Marble Mountains,1,ru,60349.a,"If you eat on a bike, you won't find a normal pay-as-you-can-can-eat parking lot, and you'll be very persistent and insolent about local traders, so you can put a bike next to them, and it's like a house and it's freaking out, and then you leave without looking at the sight of the place, and the parking lot isn't reliable."
52079,Maarten van den Dungen,Tam Coc-Bich Dong,4,en,52079.b,The 90 minute boatride is about 100000 dong
39437,Mariani Tjio,Notre Dame Cathedral of Saigon,5,en,39437.a,It's a shame we couldn't visit Notre-Dame because it was under renovation.
25933,Liesl Zuhlke,Hoi An Ancient Town,5,en,25933.b,"Cute little alleys, delightful sight at sunset with the laterns and boats and great food!"
33103,Marcel Richters,Japanese Bridge,2,en,33103.c,The old town is almost always over crowded and you can hardly take a step with out some body offering you something.
31139,TravelingSue1234,Ha Long Bay,1,en,31139.l,Hardly giving us enough time to even explore the beauties of the caves at halong bay.
11830,Alper U,Cu Chi Tunnel,2,en,11830.d,i think noot need visit here
30171,Argiepee,Ha Long Bay,3,en,30171.g,"We had couple of stops which included a cave, a bamboo ride, and a quick beach stop."
29126,aaDigital Solutions,Hue Imperial City,1,en,29126.k,"Our time ran out quick, so we walked the rest, which was not much left."
33186,GoPlaces708610,Japanese Bridge,1,en,33186.b,You have to pay to can get inside and sometimes they ask you money just to cross it.
63370,Minh Tang,VinWonders Phu Quoc,5,en,63370.f,The food pricing is reasonable compared to Disneyland.
66671,JM D,War Remnants Museum,1,en,66671.e,"My advice: start charging more money-- admission is $1.50 for 2 people right now, and the poor design of the museum is evident."
36840,HO,My Son,3,ko,36840.a,"Here, if you really think you have to look at the historical sites, if you want to know a little bit about it, you can take down a drop of $2.99, and you have a parking fee of 5,000 if you want to take your bike, you have 150,000 entry costs, you have to have water, mosquito control."
65710,Alan M,War Remnants Museum,4,en,65710.d,"Asd they say ""history repeats itself"" & it sure did with the Gulf War."
2977,R K L,Ba Na Hills,3,en,2977.c,"Our bad, but we were expecting a stunning, natural attraction."
47519,Yongse Kim,Po Nagar Cham Towers,3,en,47519.a,"A temple close to Nha Trang. About 10 minutes by taxi from the city center. Admission: 30,000 VND per person. …"
39151,Chels531,Nha Trang Beach,1,en,39151.f,"These animals are meant to hunt in the wild, it’s their natural instinct."
12368,David B,Cu Chi Tunnel,1,en,12368.e,"You go into the tunnels where you can barely breathe (seriously, they tell you if your not healthy don't enter the tunnels and the hospital is far away), getting your clothes muddy."
8810,SecurerBravo,Crazy House Hang Nga Villa,4,en,8810.a,I have been here since last year.
28749,Nguyen Mai Trang,Hue Imperial City,2,vi,28749.a,"The grass is ugly, nothing but two corridors."
18877,변해선,Fairy Stream,1,ko,18877.a,"It's just a beautiful, clean valley in the country where I live, so I don't have to go."
30724,RomaFromm,Ha Long Bay,2,ru,30724.c,"Well, white paint has naturally been hamstrung, and the bay is filled with a dozen of these dirty pussies."
304,Byron Ward,An Bang Beach,5,en,304.a,"Beautiful beach, great beach clubs!"
64,Edie Herd,An Bang Beach,5,en,64.c,"Watching the sunset together was magical, painting the sky in hues of orange and pink. A perfect beach"
20527,minhloi tran,Ho Chi Minh's Mausoleum,5,en,20527.b,"The mausoleum is located in a complex including Ba Dinh Square, the Presidential Palace, Uncle Ho's stilt house..."
65877,Clem,War Remnants Museum,3,en,65877.c,"This place is Vietnam’s ultimate flex—a triumphant, unapologetic shrine to “*Look What You Did*,” complete with enough graphic imagery to make even the most stoic visitor question humanity. ###"
8294,R S,Crazy House Hang Nga Villa,5,en,8294.a,Definitely worth a visit.
51575,안영현,Tam Coc-Bich Dong,5,ko,51575.a,The second thing to notice is that the ticket is only a ship and the electric car is added to the car.
19104,Minh Tran,Golden Bridge,5,vi,19104.a,It's beautiful. People should experience it.
60585,Hans Thomsen,Tra Su Cajuput Forest,5,en,60585.b,Well cared for ecological park and pretty reasonably priced.
34724,Gaurav Agrawal,Lake of the Restored Sword,3,en,34724.d,There are lot of vendors selling food to tourist No ticket required to visit here.
45154,matt66London,Old Quarter,1,en,45154.g,The lake area is the same. Totally unappealing.
63943,TranFamilyNorway,VinWonders Phu Quoc,4,en,63943.a,Must visit for families with children. Both theme and waterpark and aquarium.
27946,Lisa J,Hue Imperial City,5,en,27946.d,"Before you enter the Citadel proper, go left for audio guides or right for a real guide."
7273,Neal H,Cat Ba Island,5,en,7273.b,Leave a say free to see the Halong and Lan Ha bays.
10699,Shanee,Cu Chi Tunnel,5,en,10699.c,We had a lovely lunch as part of the tour.
7302,mahsamim,Cat Ba Island,5,en,7302.f,"First there is a 1 hour bus drive to beach, the you n Ed to take a ferry to the island."
37418,Michelletan7201,My Son,1,en,37418.c,"On the way back we drop by the carpentervillage, nothing much there you can skip it."
33274,Tường Trịnh Kiết,Japanese Bridge,1,vi,33274.a,"The owner of the store, when the customers came to see"
34871,marguerite12,Lake of the Restored Sword,3,nl,34871.a,Time for the big cleaning
19582,Ruidz,Golden Bridge,4,en,19582.c,He took us to get ticket before arriving (1mil dong each).
50408,luecre 1,Saigon Central Post Office,3,en,50408.b,but the wait feels like hours.
5256,Aiki,Ben Thanh Market,1,ja,5256.g,I ended up buying a modest beach sandal for 2000 yen in a Sandal shop in the Bentoon Market and I thought Japan could buy it.
54956,David L,Temple Of Literature,3,en,54956.b,"personally, it's not something that excites me..."
25174,kdoran2,Hoa Lo Prison,2,en,25174.a,I didn't know what to believe here as the museum was full of so much propoganda.
1962,olivier bossard,An Bang Beach,1,fr,1962.a,Beware of making money with velo car parks
47078,Come on.,Po Nagar Cham Towers,4,en,47078.f,There is a lot tourist there mostly from China.
42108,tami331022,Notre Dame Cathedral of Saigon,3,en,42108.f,I tried again the next day during a less crowded time
49432,RKV,Saigon Central Post Office,4,en,49432.a,Historically very significant. Very nice colonial building in a very interesting and pretty area of Saigon. Worth a visit
4145,The-Mong-Melbourne-Australia,Ben Thanh Market,3,en,4145.d,They will call out after you the lowest price that they want to start it.
55065,Benji G,Temple Of Literature,3,en,55065.a,The temple of litreture was our first site to see in Hanoi.
56328,Văn Tiển Hồ,The Independence Palace,4,vi,56328.a,There's plenty of green trees around.
11037,amyem2000,Cu Chi Tunnel,4,en,11037.c,We brought 7 people along of all ages and all of us were blown away .
63625,Randi M,VinWonders Phu Quoc,5,en,63625.c,Amazing experience on the Thor adventure park. Highly recommend
64905,Thanh Vân Nguyễn,VinWonders Phu Quoc,1,vi,64905.a,"Experiences don't deserve the expense, technics who run the game risk of giving up their position so that their tutors can't run the machine"
9307,plushies,Crazy House Hang Nga Villa,3,en,9307.c,It's a fun to go through the house with some friends goofing around.
63601,Paul Mak,VinWonders Phu Quoc,5,en,63601.b,"On the whole, the staff here were mostly friendly."
60474,Trang Ngô,Tra Su Cajuput Forest,5,en,60474.a,"It was a life-time memory for me, I have never seen that many birds and flowers before."
68086,emSherwood,White Sand Dunes,3,en,68086.d,"On arrival we paid a small entrance fee then were invited to pay 600,000 dong for a jeep to go up the sand dunes or take a quad bike."
12626,Oliver D,Cat Cat Village,5,en,12626.a,"We had a great time, the views were amazing."
22654,Lili Sh,Ho Chi Minh's Mausoleum,1,en,22654.a,Unnecessary. Long and tedious lines.
63659,Igor Rogach,VinWonders Phu Quoc,4,en,63659.d,Not sure if this place will survive for long.
41014,Shannon Luciano,Notre Dame Cathedral of Saigon,3,en,41014.a,Still very much under restoration works on our September visit.
7732,Steve T,Cat Ba Island,4,en,7732.b,Only got the chance to see part of this island which I think deserves more time.
67327,Mavistxm,White Sand Dunes,5,en,67327.d,ATV is recommended if you have the budget
8797,KELLY R,Crazy House Hang Nga Villa,4,en,8797.a,"Travelled from Nha Trang to the Crazy House just for one night, we were very much looking forward to this experience, the place is very much a tourist attraction and run as if they are distrusting of the clients which is a shame and a couple of the staff could have used a more friendly attitude....The place itself is amazing, and you can spend hours wandering around, its like Dr Seuss and Gaudi combined (very surreal), our room was great (Pheasant Room) quite romantic and definitely suited for a couple only, the bed was very comfortable (actually the best sleep we had"
59575,AMR,The Marble Mountains,3,en,59575.b,But i found the devils cave at the bottom to be more like a bad hallowen exhibition.
51298,I am a farmer tour,Tam Coc-Bich Dong,5,vi,51298.c,"The fresh air, the cool green rice fields, and the majestic landscape of the limestone mountains made me feel extremely relaxed."
5074,Sena,Ben Thanh Market,1,en,5074.a,"The prices are very expensive and the sellers are not friendly, the place is hot and crowded, it is better to shop at Saigon Square or Central Market"
46807,ChrisJosephLee,Po Nagar Cham Towers,4,en,46807.b,The towers are preserved very well and in good condition.
3936,S8C,Ben Thanh Market,4,en,3936.d,"Once you show interest in an item by taking it to your hand or asking the price, the vendors will not let you go."
45257,Stefano C,Old Quarter,1,it,45257.h,It would not take long.
26994,Ayesha Connolly,Hoi An Ancient Town,2,en,26994.a,"Beautiful but Didn’t Live Up to the Hype Hoi An Ancient Town is undeniably beautiful: the lanterns, the river, the architecture..it looks like a fairytale."
51138,Shane I,Saigon Central Post Office,1,en,51138.a,Its a post office. People post stuff. End of story.
40270,jerry huang,Notre Dame Cathedral of Saigon,4,en,40270.b,"Hopefully, I'll have the chance to visit again! Thank God!"
39710,SAB5859,Notre Dame Cathedral of Saigon,5,en,39710.b,but it was being refurbished.
18086,Fran C,Fairy Stream,3,es,18086.b,To go calmly and enjoy the landscape and walk down the stream calmly it takes 1 and a half hour or 2 hours.The small stream can be walked barefoot and is very refreshing.The landscape is beautiful and very changing at every step.Better do it in the early morning.
49132,Dru Lu,Saigon Central Post Office,5,en,49132.c,My faith is established with all my postcards delivered.
27764,vip_foodie,Hue Imperial City,5,en,27764.i,but if combined with other attractions you can get it at relatively lower price.
1383,rocco11221,An Bang Beach,2,en,1383.c,"However, I thought that the beach was a bit dirty."
26185,Natalie N,Hoi An Ancient Town,5,en,26185.e,Review of: Hoi An Ancient Town - Night Market Street Food Tours By Night
18651,뚜기log,Fairy Stream,2,ko,18651.b,but you don't have much reason to go.
66852,Tennesseetraveler53,War Remnants Museum,1,en,66852.c,Hard to give much credit when many facts are distorted
3649,Matt Monticelli,Ben Thanh Market,5,it,3649.d,"You can make good purchases, the goods of big brands like Gucci,prada, the North face are clearly imitations"
63895,Sarah H,VinWonders Phu Quoc,4,en,63895.h,There was not many people there so we never had to wait for anything.
4806,Stanislavs Stefanovics,Ben Thanh Market,2,en,4806.b,Even if you bargain 50% its also expensive.
191,Marie062,An Bang Beach,5,en,191.d,I hope to be back when the virus will be out.
36488,MonisaNandi,My Son,3,en,36488.a,My Son sanctuary is an incredible place with rich history.
51905,Binh Nguyen,Tam Coc-Bich Dong,4,vi,51905.a,The view is beautiful
36200,Rave Galili,My Son,4,en,36200.d,"You can enjoy the mix of history, culture, and nature, making it a refreshing break from the busy streets of Hoi An."
24632,Hyun-geun Park,Hoa Lo Prison,3,en,24632.a,It would be a good idea to familiarize yourself with the prison camp online before visiting.
60578,Loli,Tra Su Cajuput Forest,5,en,60578.a,You have go here to see amazing landscape
52353,Effie92,Tam Coc-Bich Dong,3,en,52353.a,"The scenery is absolutely gorgeous, and the boat we were rowed out to the caves by a chatty lady with fairly good English."
50188,Amanda Wredstrø... P,Saigon Central Post Office,3,en,50188.b,but only filled with souvenir shops.
11572,SigDug,Cu Chi Tunnel,3,en,11572.d,"We took the boat there to avoid traffic, but kore expensive, but nice trip."
43375,51KarenH,Notre Dame Cathedral of Saigon,1,en,43375.a,"Most of this church is closed to visitors, barely worth the effort of visiting."
30092,RIBKBTSB,Ha Long Bay,3,en,30092.e,"Little or no information from the ""guide"" and pretty much the same program as the day cruises.Average rating is because of scenery"
68251,Adrian S,White Sand Dunes,2,en,68251.j,"The smell was absolutely disgusting and there was nothing to see, except a floatation of fishing boats anchored just off the beach."
51023,FULL Kim,Saigon Central Post Office,2,en,51023.i,"Inside, a large portrait of Ho Chi Minh hangs in the center"
8393,Stefanie Alder,Crazy House Hang Nga Villa,5,en,8393.d,"There are simply too many details to miss in just one visit, especially if you're so overwhelmed by the sheer scale of it that you only see the big picture."
30258,bandit153,Ha Long Bay,3,en,30258.f,The government has to start controlling the traffic or it will lose a beautiful place.
59858,Divya GIRISH,The Marble Mountains,2,en,59858.a,Too tiring and too much of walking and climbing.
52233,Isabelle H,Tam Coc-Bich Dong,3,nl,52233.c,"After you've been through the caves they shut down your boat and try to sell you all kinds of souvenirs, it takes a lot of effort to get rid of them and make sure you go back."
64744,Jamie C,VinWonders Phu Quoc,2,en,64744.o,We got a couple of hours before they arrived.
58462,David Crislip,The Marble Mountains,5,en,58462.b,There are 2 ticketed areas.
402,Wanderlustaustralia,An Bang Beach,4,en,402.b,but I enjoyed my time at An Bang Beach!
25573,Kma1287,Hoi An Ancient Town,5,en,25573.m,"Especially in the morning and evening light, the beauty of the city is further enhanced."
5970,An_danh_341,Cai Rang Floating Market,4,en,5970.h,"but because of the insights from Steven, it results in a 4* rating."
22313,roxa1956,Ho Chi Minh's Mausoleum,2,en,22313.c,"It's interesting to see his simple home, the used cars, and the gardens behind the mausoleum."
49233,ライト,Saigon Central Post Office,5,en,49233.a,Saigon Central Post Office One of the must-see attractions when visiting Ho Chi Minh City. …
39577,dance-mom,Notre Dame Cathedral of Saigon,5,en,39577.j,They must have been a group.
14434,Marco Völker,Cat Cat Village,1,de,14434.b,Don't expect to see any authentic minorities.
5426,An_danh_130,Cai Rang Floating Market,5,en,5426.i,"The hotel room and restaurants we went to were overall great for the price, so we were happy with that."
17361,Toni Merkel,Fairy Stream,5,de,17361.c,ran to the waterfall and then back again.
8777,Joll32,Crazy House Hang Nga Villa,4,en,8777.a,Its really crazy.. and stil under construction :D entrance is Imho overpriced but worth it..
1763,Raphael G,An Bang Beach,1,en,1763.a,Disgusting strip of gross sand mixed with pieces of plastic and cigarettes butts.So many longchairs and sun umbrellas that you can barely see the sea.
519,Travelling Man,An Bang Beach,4,en,519.a,We went to Dolphin bar and grill.
12480,Anonops,Cu Chi Tunnel,1,es,12480.s,"and the rest are recreations, not the tunnels themselves."
54496,아이언.샷!,Temple Of Literature,3,en,54496.a,It's a shame there's no audio guide.
46223,350lovelove,Po Nagar Cham Towers,5,en,46223.a,"Nha Trang Po Nagar Temple felt like a miniature Angkor Wat, with its temples and towers."
61672,Giuse Tuấn Phạm,VinWonders Nha Trang,5,vi,61672.a,"My family visited at night, the fun section opened a big, fancy light, caught up."
32007,JackNIan,Japanese Bridge,4,en,32007.b,visit the inside and the tiny temple there.
42138,Jacob Goh,Notre Dame Cathedral of Saigon,2,en,42138.b,I came early thinking I could attend the English mass
33160,Fábio F,Japanese Bridge,1,en,33160.i,I did not enter there at all!
23342,Maimeof,Hoa Lo Prison,5,en,23342.a,"Hoa Lo Prison has been renovated and beautifully decorated, making the tour very logical."
14637,Peter C,Dragon Bridge,5,en,14637.a,"Argualy the best bridg to walk over in da nang .best at night when it lights up, all different colors."
46665,Grandson,Po Nagar Cham Towers,4,en,46665.b,Learn about ancient Champa culture with your family
24240,hanauerl,Hoa Lo Prison,3,en,24240.a,"Interesting visit, but the focus is overwhelmingly on the experience of Vietnamese prisoners under the French."
24565,Joseph The Don,Hoa Lo Prison,3,en,24565.d,The majority of the prison has been demolished and sold off for some horrendous tower block built next door.
21236,WhyDontWe,Ho Chi Minh's Mausoleum,4,en,21236.c,Even just a single bottle had to be checked in.
2422,Nicole,Ba Na Hills,5,en,2422.c,"A huge theme park that rivals Disneyland, that boasts a beautifully built hands bridge."
22364,Yamaha,Ho Chi Minh's Mausoleum,2,en,22364.d,They had absolutely no sense of service.
46847,C 20,Po Nagar Cham Towers,4,en,46847.f,You don’t need any more than ~30mims at this place.
30537,Tari,Ha Long Bay,2,en,30537.f,I do not recommend this place to anyone who wants to enjoy nature and relax.
7200,Ray Babin,Cat Ba Island,5,en,7200.b,There's also plenty to see.
40960,Hagani Ginting,Notre Dame Cathedral of Saigon,3,en,40960.a,it should be a good sightseeing.
